ID,Brand,Colorway,ReleaseDate,RetailPrice,Name,Volatility,ChangePercent,Gender
7154866b-6f46-4525-b7d3-f7f91ba78fab,New Balance,Munsell White/Holly Green,2021-02-27,130.0,New Balance 327,0.09388300000000001,0.28355,men
de62db29-a612-4824-bfa2-24a757233c17,New Balance,Yellow/White-Black,0,150.0,New Balance Vision Racer,0.151835,0.585,men
545efd57-816c-4cd5-8d4a-18deb4af035e,New Balance,White/Grey/Black,0,90.0,New Balance 327,0.697667,-0.044444,men
9dd76318-1e22-42fa-a8cf-2228a8a570c1,Crocs,Black,2019-12-10,60.0,Crocs Duet Max Clog,0.545088,-0.179856,men
85bf50a1-c610-4d9a-9993-d82a8435a296,Reebok,Dynamic Pink/Dynamic Pink/Clear,2021-02-05,100.0,Reebok Club C Cardi,0.22411599999999998,0.84,women
bf0e2d1f-cb4f-4103-baea-3a1951eeb990,BAPE,Green Camo/White,2020-01-25,457.0,A Bathing Ape Bapesta,0.117895,0.492537,men
a6d3c2bd-fc96-41f8-b6ac-ddba77474550,Yeezy,Earth Brown/Earth Brown/Earth Brown,2020-04-16,55.0,Yeezy Slide,0.12243699999999999,-0.16,men
685143e6-a965-4afe-a500-96d403167813,New Balance,White/Silver,2020-01-07,175.0,New Balance 992,0.259089,0.14876,men
4ce73ae5-1d15-402b-8306-e790512347f9,New Balance,White/Blue,0,110.0,New Balance 550,0.23329,-0.048172,men
74cee2cd-43cb-4ea6-a1bc-41ace69bdc9d,New Balance,Black/Black/Black,0,175.0,New Balance 990v5,0.127637,-0.085091,men
0e6f78e5-4d14-4e79-a218-883276829a41,Yeezy,Desert Sand/Desert Sand/Desert Sand,2019-12-06,55.0,Yeezy Slide,0.106696,0.171717,men
c080c98b-ddcb-4e85-bfb2-0a788b67b060,Converse,Natural Ivory/Black-Egret,2020-10-22,160.0,Converse Chuck Taylor All-Star,0.157415,0.076923,men
75253c0f-6f72-4c7b-a2a8-ad3f0442680c,Vans,Black/True White,2017-01-01,60.0,Vans Old Skool,0.106529,0.0,men
383a42df-0b97-4484-8ba6-e910cc190cf4,Converse,Black/Black-Egret,2018-01-01,85.0,Converse Chuck Taylor All-Star,0.12615099999999999,0.056179999999999994,men
892ed22f-e4db-4fa9-bad7-0d49977e7c6f,Under Armour,Black/White-White,2020-12-11,0.0,Under Armour Curry 8,0.118226,0.46,men
ff6429f5-b38d-4f5f-9cd8-a71d70332d79,New Balance,Black/Light Blue,2021-04-02,240.0,New Balance 992,0.069993,0.101159,men
d205d59e-57e6-42a1-b929-136e1bec9a77,New Balance,White/Multicolor,0,100.0,New Balance 550,0.143761,-0.051613,men
d912ef67-84d3-4d76-a6ee-65629c22ad0e,New Balance,Incense/Deep Taupe,0,140.0,New Balance 2002R,0.16948,0.079799,men
7a8819fe-2f82-4193-b321-a041e305907b,New Balance,Grey/White,2020-05-08,100.0,New Balance 327,0.116941,-0.07222200000000001,men
e87c0e9f-e3d3-4f3b-b0df-a165682bee4c,Timberland,Wheat,0,200.0,Timberland 6'' Premium,0.098493,0.280378,men
b1dc34c3-6c03-4f70-bf2e-5fa3c6061e2c,Converse,Blue/Yellow-Red,2020-09-14,110.0,Converse Chuck Taylor All-Star,0.197998,0.31937600000000005,men
1cb085b1-dc75-4db1-a9dd-6c123f4d500a,Vans,Multi/Multi,2020-09-05,100.0,Vans Acer Ni SP,0.086747,-0.010989,men
e57c6b51-0ea1-44a1-8c6d-89d1a5d44690,Converse,Persimmon Orange/Natural Ivory,2020-10-22,160.0,Converse Chuck Taylor All-Star,0.247033,-0.40867,men
91ce3e38-0022-41e0-8743-aa2f46a4e36a,Notwoways,Beige/Moonbeam/Exuberance /Clear Fade,2021-03-08,120.0,Notwoways,0.16942000000000002,0.043755,men
0231addc-b203-4fd7-b7f3-7eb708156663,New Balance,Tan/Teal-Grey,0,175.0,New Balance 992,0.16565,-0.366863,men
3414f48d-e8bf-463f-9e6b-9d8520a202b9,Timberland,Black,2018-01-01,190.0,"Timberland 6""",0.157709,-0.109375,men
9557ee5b-0271-40bc-997e-dbddba703fe5,BAPE,White/White,0,255.0,A Bathing Ape Bapesta,0.10350899999999999,0.367188,men
3480f7fc-2b8f-4875-9a0d-ce7f6670aa6a,New Balance,Slate Green/Stone Blue,2020-01-07,90.0,New Balance 997H,0.267019,-0.35483899999999996,men
88cc5d01-2977-484b-ae3b-d85c5282119d,Converse,Egret/Black-French Roast,2020-11-19,140.0,Converse Chuck Taylor All-Star,0.291117,-0.046357999999999996,men
d4c8ce2d-103d-47fc-836e-d073de81ff19,Reebok,Core Black/Core Black-Clear,2020-11-13,100.0,Reebok Cardi Club C,0.284761,0.055999999999999994,women
a79008ba-5cac-49cd-99b3-4e6e6f54be19,New Balance,Red/Green/Pink,2021-01-08,100.0,New Balance 574,0.23272199999999998,-0.20719400000000002,men
964baf22-e470-4f5f-80f5-a63c0788493b,New Balance,Off White,0,100.0,New Balance 850,0.357098,-0.376471,men
9d958980-1b8b-476d-b040-fc923838d832,Reebok,Black/White-Utility Green,2020-10-23,120.0,Reebok Kamikaze II,0.12800999999999998,0.161616,men
068b3f9c-1c68-4ca1-9a4e-7922f7939746,Reebok,White/White/Black,2021-01-30,350.0,Reebok Classic Leather Tabi,0.08061499999999999,0.0024879999999999998,men
9879a932-5e58-4dd3-893c-cd9ccb2c2538,New Balance,White/Pink,2021-01-29,150.0,New Balance Vision Racer,0.196892,0.359375,men
67a9b816-c955-4419-8e65-396939d6ad95,New Balance,Black/Green/Grey,0,0.0,New Balance 2002R,0.042914999999999995,-0.037267,men
2f974582-32e0-41c5-9aee-9aed1fdd1137,Puma,Puma White/Pink Glo,2019-10-18,120.0,Puma Clyde Hardwood,0.267205,-0.25,men
49565038-d220-4a3e-a819-bf90fb876e61,Asics,Piedmont Grey/Graphite Grey,2020-11-27,160.0,Asics Gel-Kayano 14,0.085997,0.05087,men
79b08c11-2277-4aa0-b497-d6cbbf847edd,New Balance,Atlas/Lemon Haze,2021-02-16,0.0,New Balance 2002R,0.132929,-0.011988,men
4765446e-181e-40f6-be87-137d792047d8,New Balance,White/Black/Blue/Green,0,90.0,New Balance 327,0.12900599999999998,0.61,men
21661d9f-682f-40fd-a9e6-5ad0066c76c4,Converse,Milk/White-High Risk Red,2019-07-09,120.0,Converse Chuck Taylor All-Star,0.15242999999999998,0.518519,men
fedfeae3-478f-4956-b8c4-5c7e476f518c,Converse,Grey Violet/Grey Violet-Grey Violet,2020-09-01,140.0,Converse Chuck Taylor All-Star,0.47763599999999995,-0.46098900000000004,men
195f9257-e1d6-47b9-9b92-0bcce54f53d3,Converse,Black/White-Black,2020-09-03,135.0,Converse Chuck Taylor All-Star,0.166279,0.36985100000000004,men
febfa54d-3ebe-4fa9-adf3-ee9531923a2a,Reebok,White/White-Red,2020-08-21,140.0,Reebok Question Mid,0.396004,-0.301036,men
b96b3b77-dabc-4b5b-9a7f-d23fc38d0a05,New Balance,Grey/White-Black,2020-09-12,0.0,New Balance 327,0.20040999999999998,-0.128866,men
01a00b57-05ab-44f7-a546-ab869c759622,Vans,Pink/Tan,2020-08-07,50.0,Vans Slide-On,0.296479,-0.101124,men
3a8f56c8-c206-4fa3-b62f-04f590a03ee7,Converse,White/Black-Gum,2019-12-28,100.0,Converse Run Star Hike,0.580834,-0.579832,men
63f672cb-3bf1-4b8a-9477-ac7b8768a270,Yeezy,Resin/Resin/Resin,2019-12-06,45.0,Yeezy Slide,0.16071300000000002,0.485849,preschool
3ff3bd97-4904-4fb7-821f-ff66bd151c73,New Balance,Navy/Grey,2020-01-01,175.0,New Balance 992,0.068992,0.09300499999999999,men
a9bb1f0f-b1c3-4cc7-ac76-2c980d1001b7,Converse,Black/White-Red,2017-10-06,135.0,Converse Chuck Taylor All-Star,0.146977,0.688298,men
5f4e19db-c2fe-4319-8262-e8932801108f,Converse,White/Iridescent,2019-05-10,95.0,Converse Chuck Taylor All-Star,0.177708,0.73323,men
c788ee8c-909a-4e7d-abbb-3a887fac1196,Yeezy,Bone/Bone/Bone,2019-12-06,35.0,Yeezy Slide,0.260326,0.422857,toddler
cd5c3e0b-1b00-488e-ae10-8e790afce254,New Balance,Grey/Castle Rock,2019-05-04,175.0,New Balance 990 v5,0.13175699999999999,-0.12598399999999998,women
aa686c6d-1719-4298-b10e-293ddf6568f2,Reebok,Utility Beige/Utility Beige-Utility Beige,2020-07-31,120.0,Reebok Beatnik,0.15756900000000001,-0.2,men
44e8626b-6a31-4892-94fb-d6c617abe01f,Converse,White/Multi-Black,2020-05-15,65.0,Converse Chuck Taylor All-Star,0.330787,-0.395,men
1f7c5982-788a-403c-b5e0-156eb0dca8a3,Converse,White/Fresh Yellow-White,2020-10-21,115.0,Converse All-Star BB Evo,0.299481,-0.109607,men
b8003705-1afb-4427-b1df-da934dd849cb,New Balance,Grey/White,0,120.0,New Balance 57/40,0.11691199999999999,-0.007937,men
19438180-e056-45aa-81bc-c8240f2d2aa6,Crocs,Fried Chicken/White-Red,2020-07-28,60.0,Crocs Classic Clog,0.30145,-0.164179,men
72011d1b-28ef-4741-b0f5-52bc186c99b1,Converse,White/Black-White,2020-09-03,135.0,Converse Chuck Taylor All-Star,0.149311,-0.042856,men
8eea3b3f-2f01-4800-8566-eda1fbb747e4,BAPE,Pink/Sky Blue/Yellow,2020-03-14,295.0,A Bathing Ape Bapesta,0.110525,0.072125,men
cf4922d0-43d1-4029-9131-ce2d48e671e4,Converse,White/Chambray Blue-White,2020-07-23,95.0,Converse Chuck Taylor All-Star,0.136487,-0.039216,men
12eb1eac-a69f-4036-99ce-3b418592d38d,Timberland,Wheat Nubuck,2018-01-01,140.0,"Timberland 6"" Basic",0.183014,-0.027027,men
efa0f9b3-1092-4adb-aa76-278230b9499a,Reebok,Grey/Steel-Chalk White,2020-01-03,160.0,Reebok Question Mid,0.241821,0.6617850000000001,men
a640a3d6-3bbd-4b38-a9ca-18bc867a1cc3,Puma,Puma White/Puma Royal-High Risk Red,2018-12-02,115.0,Puma RS-X,0.18376199999999998,-0.04717,men
0fde2fd3-4f7f-42f8-96cb-63ea43cdb8cd,New Balance,Munsell White/Holly Green,2021-02-27,130.0,New Balance 237,0.23192,-0.134772,men
1c423920-de69-4c54-8a85-cf70c4f09562,Converse,Black/Egret-Black,2020-11-17,140.0,Converse Chuck Taylor All-Star,0.163849,-0.19339,men
49828de6-29a2-428f-b30a-0a6272dd6196,Puma,Natural/Grey/Black-Brown,2021-02-27,0.0,Puma Suede,0.127723,0.032,men
8722cd78-fc17-416a-89e0-eb9a1e2f0c60,New Balance,Light Grey/Silver,0,0.0,New Balance 2002R,0.135077,0.57134,men
976ebb78-8e86-4a85-b482-58ac5fb60e64,New Balance,Grey/Grey,2021-02-26,265.0,New Balance 991,0.074701,0.007905,men
bb0d5ba1-bc6d-40dd-9dae-2dcca0f49624,Reebok,Chalk/Chalk-Quiet Pink,2020-02-15,100.0,Reebok Club C,0.226133,-0.139198,men
912ed841-284a-4e7d-9306-7e5c7f141e8c,BAPE,Blue Camo/White,2020-01-25,457.0,A Bathing Ape Bapesta,0.136802,-0.153256,men
